,0
7533,YPG Confirms: Gill Rosenberg Not Captured in Kobani
7534,"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?"
7535,Pentagon: ISIS seized materials airdropped to Kurds
7536,American hostage in Yemen freed in military raid-Defence Ministry
7537,IS militant 'Jihadi John' named as Mohammed Emwazi from London
7538,Militant Group Says It Killed American Journalist in Syria
7539,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus
7540,Meteorite leaves crater in Nicaraguan capital Managua
7541,"If you really believed Colorado KFCs were selling pot, here’s a reality check"
7542,Isilkulskom student has gained superhero powers after shock
7543,Report: Christian Bale Just Bailed on the Steve Jobs Movie
7544,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials 
7545,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic
7546,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?)
7547,ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP
7548,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached
7549,Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane
7550,"Amazon reportedly launching free, ad-supported video service (updated)"
7551,Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle
7552,Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy
7553,Macaulay Culkin dead hoax: Fake death report spreads on social networks
7554,Kurds Deny Gill Rosenberg was in Kobane
7555,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO
7556,North Korea denies plans to open a restaurant in Scotland
7557,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq"
7558,Actor has his testicles stolen after meeting ‘young blonde woman at a bar’
7559,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say"
7560,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State
7561,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina
7562,Putin’s motorcade looks suspiciously like a massive…
7563,ISIS leader dead?
7564,"Predator Drone Reportedly Sighted Circling Raqqa, Syria"
7565,ISIS Video: America’s Air Dropped Weapons Now in Our Hands
7566,Does Vogue's New Office Have a Rat Infestation?
7567,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley
7568,Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him
7569,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot
7570,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border
7571,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq
7572,ISIS Video Purports To Show Beheading Of British Aid Worker
7573,"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol"
7574,Vogue’s Rat Infestation: Disturbing New Details
7575,Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report
7576,"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner"
7577,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria
7578,Man chops off own penis after being dumped by his girlfriend
7579,Nicaragua Meteorite Impact Theory May Be Meteor-wrong
7580,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'"
7581,"High-end Apple Watch to start at $5,000 -- analyst"
7582,Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?
7583,Has a woman aborted her baby because it's a boy?
7584,SEE IT: California homeless man uses $100 gift to give food to others
7585,Canadian-Israeli Woman May Have Been Captured In Syria: Reports
7586,Christian Bale will not play Steve Jobs
7587,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached
7588,WHO says reports of suspected Ebola cases in Iraq are untrue
7589,"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats"
7590,Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS
7591,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’
7592,Is Kim Jong Un's sister Kim Yo Jong in charge?
7593,"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?"
7594,"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57"
7595,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It"
7596,"Jihadi John named as Mohammed Emwazi, from west London"
7597,BREAKING Gill Rosenberg former IDF soldier was captured by ISIS
7598,More American Weapons for ISIS
7599,TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials
7600,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports"
7601,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading
7602,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram
7603,SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria
7604,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed
7605,Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant
7606,'There is no limit to their depravity' Islamic State FEED mother her own SON
7607,Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax
7608,ISIS Getting Ebola
7609,Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?
7610,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All"
7611,Mystery man slaps shoppers around head for sneezing
7612,20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit
7613,Islamic State releases video apparently showing the beheading of missing US journalist James Foley
7614,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS
7615,Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS
7616,Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh
7617,US Marine survives headshot from Taliban (video)
7618,‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot
7619,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options"
7620,Tropical spider burrowed under Bali tourist's skin
7621,Pentagon confirms al-Shabab leader killed in airstrike in Somalia
7622,'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video)
7623,Video shows ISIL beheading of photojournalist James Foley
7624,Meteor Leaves 40-Foot Crater Near Managua's Airport
7625,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child
7626,British hostage David Haines beheaded by Islamic State terrorists
7627,Fence-jumper made it farther in White House than Secret Service let on
7628,NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures
7629,Comcast Declares War on Tor?
7630,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State
7631,Pentagon: 1 weapons bundle seized by militants
7632,Attorney: New audio reveals pause in gunfire when Michael Brown was shot
7633,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS"
7634,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened"
7635,"Fidel Castro Is Dead, According to Viral Twitter Rumors"
7636,India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru'
7637,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim
7638,Video: Marine survives Taliban sniper headshot thanks to helmet
7639,Meteorite 'caused mysterious boom in Nicaragua'
7640,A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service
7641,N Korean leader misses annual ritual; sister ‘takes over duties’
7642,News sites fall for Putin bird-dropping video
7643,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials 
7644,"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?"
7645,Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen
7646,Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs
7647,Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane
7648,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq"
7649,Former British Rapper Reportedly Under Investigation for James Foley Beheading
7650,Audio recording allegedly captures moment Michael Brown was shot
7651,US Marine survives headshot in Afghanistan
7652,Audio may have captured Michael Brown shooting
7653,"Cook said to confirm Apple Watch is showerproof, lasts a day"
7654,British Man Slaps People If They Sneeze In Public
7655,Sugarhill Gang rapper Big Bank Hank dies aged 57
7656,Two blokes dared to eat 20-year-old burger for charity
7657,New Audio Allegedly Captures Moment Michael Brown Was Shot
7658,"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears"
7659,"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été"
7660,"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing"
7661,"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola"
7662,"ISIS: We have our hands on weapons, ammo air-dropped by U.S."
7663,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley
7664,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim"
7665,British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley
7666,Another ISIS Massacre: ISIS Kills 300 Iraqi Soldiers With Chlorine Gas
7667,That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real
7668,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border"
7669,"Audio captured at time of Michael Brown shooting, company says"
7670,"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds"
7671,US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia
7672,Michael Brown shooting audio caught on tape?
7673,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'"
7674,"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?"
7675,ISIS Beheads American Journalist James Foley in Video Message to U.S.
7676,Meteorite 'caused mysterious boom in Nicaragua'
7677,Mexico Says Students Not Among Dead in Mass Grave
7678,Was The Batmobile Stolen In Detroit?
7679,CNN Airs Alleged Audio from Michael Brown Shooting
7680,Apple was forced to nix key health features from its smartwatch -- report
7681,EBay appears to be planning an Apple Watch app
7682,ISIS Reportedly Beheads American Photojournalist in Iraq
7683,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.
7684,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality
7685,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market
7686,Media outlets identify 'Jihadi John'
7687,Dylan Thomas Finds Tropical Spider Burrowed Under Skin
7688,WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS
7689,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus
7690,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away
7691,"Apple Watch Gold Edition may cost as much as $5,000"
7692,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney
7693,"No, Vladimir Putin did not get pooped on by a bird during a First World War speech"
7694,Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video)
7695,Wayward sister ‘nun the wiser’ about baby
7696,"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female"
7697,"Islamic State Training Pilots in Military Jets, Monitors Say"
7698,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO]
7699,Lucita Sandoval sex tape hoax: Viral Argentine video features college student ― not 16-year-old boy
7700,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality
7701,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike
7702,YPG Confirms: Gill Rosenberg Not Captured in Kobani
7703,Boston.com retracts claim about racist email from professor
7704,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming
7705,Video shows ISIL beheading of photojournalist James Foley
7706,Audio of gunfire in Michael Brown case authenticated by app company
7707,Is Kim Jong-Un Really Opening a Restaurant in Scotland?
7708,‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner
7709,Iraqi media: ISIS militants have contracted Ebola
7710,"Predator Drone Reportedly Sighted Circling Raqqa, Syria"
7711,Banksy arrest hoax: US website claims street artist caught in Watford
7712,Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post
7713,Comcast blocks Tor
7714,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming
7715,"Despite ceasefire announcement, new Boko Haram attacks reported"
7716,ESPN to save NFL's image with all-male domestic abuse discussion
7717,Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds
7718,ISIS Beheads American Journalist James Foley in Video Message to U.S.
7719,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”
7720,"If you really believed Colorado KFCs were selling pot, here’s a reality check"
7721,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say"
7722,Islamic State using 'SCORPION bombs' to terrorise victims
7723,Obama: murder of James Foley 'shocks the conscience of the entire world'
7724,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead)
7725,Mirfield man's tears of joy after lost voicemail of wife retrieved
7726,"Video showing American journalist beheaded believed real, officials and family say"
7727,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated]
7728,Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him'
7729,This Is a Truly Horrifying Story About a Spider
7730,Video Purports To Show Beheading Of U.S. Journalist By Militants
7731,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE
7732,British Man Slaps People If They Sneeze In Public
7733,British aid worker David Haines beheaded by ISIL
7734,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It"
7735,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!
7736,Vladimir Putin Bird Poop Video is Fake
7737,"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him"
7738,Meteor Leaves 40-Foot Crater Near Managua's Airport
7739,British hostage David Haines beheaded by Islamic State terrorists
7740,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved
7741,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image
7742,"No, a bird didn't poop on Vladimir Putin"
7743,Missing Planes
7744,Al-Shabaab Terror Group Leader Killed in U.S. Airstrike
7745,‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist
7746,Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children
7747,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source
7748,20-Year-Old Quarter Pounder Looks About the Same
7749,It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN
7750,ISIS Video: America’s Air Dropped Weapons Now in Our Hands
7751,Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer
7752,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports
7753,Michael Brown shooting audio caught on tape?
7754,"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner"
7755,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia
7756,ISIS Getting Ebola
7757,CPWD official sacked for absence from duty for 25 years
7758,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone
7759,WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners
7760,Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook
7761,North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND'
7762,British man pays $460 to save constipated goldfish's life
7763,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus
7764,Report: Christian Bale Will Play Steve Jobs
7765,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border
7766,Video Purports to Show Beheading of American Journalist
7767,Tiger Woods' agent shoots down report of failed drug test
7768,WHO says reports of suspected Ebola cases in Iraq are untrue
7769,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair
7770,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi
7771,Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment
7772,Media reports identify Londoner as Islamic State's ‘Jihadi John’
7773,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba"
7774,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto
7775,Isis video claims to show beheading of British hostage David Haines
7776,"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again"
7777,Islamic State killer 'Jihadi John' named as Mohammed Emwazi
7778,Meteorite strike in Nicaragua puzzles experts
7779,Nigeria and Boko Haram 'agree ceasefire and girls' release'
7780,"Don't forget to tip...especially if you spend $300,000"
7781,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment
7782,Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive)
7783,Does Vogue's New Office Have a Rat Infestation?
7784,Eggnog-chugging contest leads to hospital stay
7785,"Fidel Castro Is Dead, According to Viral Twitter Rumors"
7786,"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model"
7787,Magic mushrooms found at Buckingham Palace
7788,Who Should Play Steve Jobs Now That Christian Bale Quit?
7789,CNN Airs Alleged Audio from Michael Brown Shooting
7790,"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married"
7791,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home
7792,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike
7793,US probing claims ISIS fighters seized airdropped weapons meant for Kurds
7794,ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP
7795,"No, Banksy hasn’t been arrested"
7796,Former PGA Tour player: Tiger Woods suspended for drug test failure
7797,You're Not Going to Become Weightless on January 4th
7798,Low-level marijuana possession could soon land you a ticket instead of arrest in New York City
7799,"Boko Haram agrees to ceasefire, release of school girls"
7800,"Spider burrowed into appendix scar, crawled through WA man's body"
7801,This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree
7802,"NYPD to issue tickets instead of arrest for weed possession, report says"
7803,North Korea denies plans to open a restaurant in Scotland
7804,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi
7805,Ferguson riots: audio may have captured Michael Brown shooting
7806,Man cut off manhood and threw it in bin after girlfriend dumped him over small penis
7807,FBI Probing Alleged Audio of Michael Brown Shooting
7808,Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all'
7809,High School Student Rumored to Have Made $72 Million Trading Stocks
7810,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq
7811,"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love"
7812,"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say"
7813,"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)"
7814,Islamic State Leader al-Baghdadi “Not Dead”
7815,ISIS executioner 'Jihadi John' named by media
7816,‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle
7817,Insurgents killed in Nigeria despite alleged truce with Boko Haram
7818,The rats eat Prada at Vogue NY office
7819,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border
7820,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days
7821,Report: Possible audio tape of Michael Brown shooting
7822,Macaulay Culkin dead hoax: Fake death report spreads on social networks
7823,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says"
7824,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS
7825,WHO says reports of suspected Ebola cases in Iraq are untrue
7826,Tiger Woods serving secret PED suspension?
7827,"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”"
7828,BREAKING: British-born hostage 'KILLED in failed rescue attempt'
7829,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away
7830,Report: Exec popped for $300k dinner after run at blackjack
7831,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part"
7832,Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism
7833,Amazon Is Opening a Brick-and-Mortar Store in Manhattan
7834,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child
7835,Google Grows With $1.6 Billion in California Office Deals
7836,North Korean dictator Kim Jong-Un to open restaurant in Scotland
7837,Islamic State Flying Three Jets in Syria
7838,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports
7839,Journalist James Wright Foley reportedly beheaded by ISIS
7840,Texas plumber's truck on front line of Syria war
7841,Nigeria and Boko Haram 'agree ceasefire and girls' release'
7842,"Source: Pot in NYC may soon net just a ticket, not arrest"
7843,A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City
7844,Eggnog-chugging contest leads to hospital stay
7845,New Audio Shows Michael Brown Was Shot at 11 Times
7846,"Vice Media Chief Said to Pay $300,000 for Dinner for 30"
7847,Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report
7848,"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love"
7849,'Sex attacker' has penis cut off with a cleaver in India
7850,Insurgents killed in Nigeria despite alleged truce with Boko Haram
7851,"Boko Haram denies truce, says kidnapped girls married"
7852,Obama denounces killing of journalist James Foley and pledges ‘justice’
7853,Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban
7854,"Apple Watch Gold Edition may cost as much as $5,000"
7855,ISIS executioner 'Jihadi John' identified as Mohammed Emwazi
7856,Christian Bale Pulls Out of Upcoming Steve Jobs Biopic
7857,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike
7858,Not coming to a store near you: The pumpkin spice condom
7859,How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament
7860,“Willie Nelson dead 2015” : Guitarist killed by internet death hoax
7861,"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun"
7862,No One In North Korea Is Allowed To Share Kim Jong Un's Name
7863,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts
7864,Apple may launch 12-inch MacBook Air with Retina Display
7865,Kim Jong-Un's sister reportedly running N. Korea
7866,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto
7867,Amazon's Newest Tablet Will Come With Free News From The Washington Post
7868,ISIS Militants Allegedly Contracted Ebola
7869,Did a Meteorite Impact in Nicaragua over the Weekend?
7870,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic
7871,Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks
7872,ISIS Claims To Have Captured US Airdrop Weapons
7873,Macaulay Culkin Dead?
7874,Texas City plumber's truck ends up in Syrian war
7875,Mexico checks if 43 missing students in mass grave
7876,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria
7877,This Kid Made $72 Million During Lunch
7878,South Korea: Kim Jong Un had ankle surgery to remove cyst
7879,"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace"
7880,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic
7881,Mexico finds 4 more graves at site of suspected student massacre
7882,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS"
7883,"Video showing American journalist beheaded believed real, officials and family say"
7884,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days
7885,Pentagon: ISIS Got U.S. Weapons Package
7886,Christian Bale will not play Steve Jobs
7887,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing"
7888,CNN Posts Alleged Audio of Michael Brown Shooting
7889,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake"
7890,"Man chops off own penis, throws it in a dustbin after poor show in bed"
7891,Kim Had Ankle Surgery:  Source
7892,"So, There Might Be a Rat Infestation at Vogue"
7893,6 hidden mass graves may hold missing Mexican students
7894,Soldier shot in Ottawa at War Memorial
7895,Utah Man Hospitalized After Winning Eggnog Chugging Contest
7896,ISIS fighters ‘have contracted Ebola’
7897,URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes
7898,CNN Plays Alleged Recording of Michael Brown Shooting
7899,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease
7900,"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say"
7901,Did a Meteorite Impact in Nicaragua over the Weekend?
7902,Vandal paints penis on £1.5million Bugatti Veyron
7903,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom"
7904,"Would you pay $10,000 for the Apple Watch?"
7905,Bunbury local discovered a spider had burrowed under his skin on Bali holiday
7906,Durex is not confirming or denying rumors of a “pumpkin spice” condom
7907,"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?"
7908,Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus
7909,New iOS 8 bug can delete all of your iCloud documents
7910,"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source"
7911,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
7912,Russian Man Wakes Up to Find His Testicles Have Been Stolen
7913,Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS
7914,EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up
7915,"Soon Marijuana May Lead to Ticket, Not Arrest, in New York"
7916,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’
7917,"Israel opens dams, floods Gaza"
7918,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater"
7919,Islamic State releases video apparently showing the beheading of missing US journalist James Foley
7920,Is Kim Jong Un's sister Kim Yo Jong in charge?
7921,"Want a Gold Apple Watch? All You Need is $5,000"
7922,WSJ: Apple cut watch health features due to erratic sensors
7923,ISIS Beheads American Journalist
7924,"Meet Magneto Boy, the kid who attracts metal with his body"
7925,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake"
7926,Rapper Big Bank Hank of Sugarhill Gang dies at 57
7927,Report: Apple Watch to Ship in March
7928,This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing
7929,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder
7930,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child
7931,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY
7932,Vladimir Putin’s Motorcade Looks Like A Massive Knob
7933,Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan
7934,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax."
7935,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot
7936,Terrorism fears rise amid reports of stolen jetliners
7937,BREAKING: ISIS Beheads American Journalist James Wright Foley
7938,Senator: Detainees swapped for Bergdahl have contacted militants
7939,Missing American journalist reportedly beheaded by Islamic State 
7940,CNN Airs Alleged Audio from Michael Brown Shooting
7941,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls"
7942,Texas City plumber's truck ends up in Syrian war
7943,Islamic State claims to have beheaded American journalist
